,StopLocationID,StopNameShort,StopNameLong,StopType,SuburbName,PostCode,RegionName,LocalGovernmentArea,StatDivision,GPSLat,GPSLong
8436,15306,Great Western Drive,Great Western Dr/George Rd (Vermont South),Kerbside,Vermont South,3133.0,Melbourne,Whitehorse,Greater Metro,-37.850335,145.19395
8437,15307,George Road,Opp 24 George Rd (Vermont South),Kerbside,Vermont South,3133.0,Melbourne,Whitehorse,Greater Metro,-37.851957,145.191203
8438,15308,Hanover Reserve,Hanover Reserve/Hanover Rd (Vermont South),Kerbside,Vermont South,3133.0,Melbourne,Whitehorse,Greater Metro,-37.851421,145.186445
8439,15309,Pelham Drive,Pelham Dr/Hanover Rd (Vermont South),Kerbside,Vermont South,3133.0,Melbourne,Whitehorse,Greater Metro,-37.853706,145.184127
8440,15310,Vermont South SC,Vermont South Shopping Centre/Hanover Rd (Vermont South),Kerbside,Vermont South,3133.0,Melbourne,Whitehorse,Greater Metro,-37.855627,145.183717
8445,15421,Blackburn Road,Blackburn Rd/Central Rd (Blackburn),Kerbside,Blackburn,3130.0,Melbourne,Whitehorse,Greater Metro,-37.821277,145.153619
8453,15430,Blackburn Lake Primary,Blackburn Lake Primary School/Milton St (Nunawading),Kerbside,Nunawading,3131.0,Melbourne,Whitehorse,Greater Metro,-37.827366,145.166529
8455,15432,Ottawa Avenue,Ottawa Ave/Forest Rd (Blackburn),Kerbside,Blackburn,3130.0,Melbourne,Whitehorse,Greater Metro,-37.831624,145.16585600000002
8456,15433,Forest Hill College,Forest Hill College/Hawthorn Rd (Forest Hill),Kerbside,Forest Hill,3131.0,Melbourne,Whitehorse,Greater Metro,-37.846544,145.161973
8459,15436,Adrian Avenue,Adrian Ave/Hawthorn Rd (Burwood East),Kerbside,Burwood East,3151.0,Melbourne,Whitehorse,Greater Metro,-37.84565,145.155558
8466,15469,Terrara Road,8 Terrara Rd (Vermont),Kerbside,Vermont,3133.0,Melbourne,Whitehorse,Greater Metro,-37.838245,145.190733
8467,15661,Worthing Road,Worthing Rd/Nepean Hwy (Moorabbin),Kerbside,Moorabbin,3189.0,Melbourne,Kingston,Greater Metro,-37.941537,145.040664
8470,15664,Alfred Street,Alfred St/Nepean Hwy (Highett),Kerbside,Highett,3190.0,Melbourne,Kingston,Greater Metro,-37.953461,145.049047
8471,15665,Sir William Fry Reserve,Sir William Fry Reserve/Nepean Hwy (Highett),Kerbside,Highett,3190.0,Melbourne,Kingston,Greater Metro,-37.955565,145.05056399999998
8474,15723,Canterbury Road,Canterbury Rd/Blanche Dr (Vermont),Kerbside,Vermont,3133.0,Melbourne,Whitehorse,Greater Metro,-37.83465,145.20516999999998
8475,15724,Frank Street,Frank St/Blanche Dr (Vermont),Kerbside,Vermont,3133.0,Melbourne,Whitehorse,Greater Metro,-37.836609,145.206778
8476,47719,Smith St,Smith St/Victoria Pde (Collingwood),Kerbside,Collingwood,3066.0,Melbourne,Yarra,Greater Metro,-37.808817,144.98398899999998
8519,4191,Boldrewood Parade - Stop 55,55-Boldrewood Pde/Plenty Rd (Reservoir),Platform,Reservoir,3073.0,Melbourne,Darebin,Greater Metro,-37.72528,145.0234
8521,4193,Ethel Grove - Stop 53,53-Ethel Gr/Plenty Rd (Reservoir),Kerbside,Reservoir,3073.0,Melbourne,Darebin,Greater Metro,-37.72913,145.01721
8524,4196,Sylvester Grove - Stop 50,50-Sylvester Gr/Plenty Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.73684,145.01242
8525,4197,Murray Road - Stop 49,49-Murray Rd/Plenty Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.738890000000005,145.01137
8527,4199,David Street - Stop 47,47-David St/Plenty Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.74321,145.00796
8528,4200,East Preston Tram Depot - Stop 46,46-East Preston Tram Depot/Plenty Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.744890000000005,145.00665
8529,4201,Bell Street - Stop 45,45-Bell St/Plenty Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.74572,145.00602
8530,4202,Seymour Street - Stop 44,44-Seymour St/Plenty Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.74706,145.00512
8531,4203,Raglan Street - Stop 43,43-Raglan St/Plenty Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.749179999999996,145.0037
8532,4204,Miller Street - Stop 42,42-Miller St/High St (Thornbury),Kerbside,Thornbury,3071.0,Melbourne,Darebin,Greater Metro,-37.75238,145.00158000000002
8533,4205,Blythe Street - Stop 41,41-Blythe St/High St (Thornbury),Kerbside,Thornbury,3071.0,Melbourne,Darebin,Greater Metro,-37.75436,145.00123
8535,4363,Balwyn Road,Balwyn Rd/Doncaster Rd (Balwyn North),Kerbside,Balwyn North,3104.0,Melbourne,Boroondara,Greater Metro,-37.794290000000004,145.08611399999998
8536,4364,Walnut Road,Walnut Rd/Doncaster Rd (Balwyn North),Kerbside,Balwyn North,3104.0,Melbourne,Boroondara,Greater Metro,-37.793163,145.08980400000002
8539,4367,Greythorn Road,Greythorn Rd/Doncaster Rd (Balwyn North),Bus Bay,Balwyn North,3104.0,Melbourne,Boroondara,Greater Metro,-37.789711,145.100497
8540,4368,Buchanan Avenue,Buchanan Ave/Doncaster Rd (Balwyn North),Kerbside,Balwyn North,3104.0,Melbourne,Boroondara,Greater Metro,-37.794013,145.078343
8542,4463,Clarke Street - Stop 26,26-Clarke St/St Georges Rd (Northcote),Safety Zone,Northcote,3070.0,Melbourne,Darebin,Greater Metro,-37.775743,144.98986200000002
8545,4466,Arthurton Road - Stop 29,29-Arthurton Rd/St Georges Rd (Northcote),Platform,Northcote,3070.0,Melbourne,Darebin,Greater Metro,-37.768298,144.99156499999998
8547,4469,Gadd Street - Stop 31,31-Gadd St/St Georges Rd (Northcote),Platform,Northcote,3070.0,Melbourne,Darebin,Greater Metro,-37.762691,144.992728
8548,4470,Normanby Avenue - Stop 32,32-Normanby Ave/St Georges Rd (Thornbury),Platform,Thornbury,3071.0,Melbourne,Darebin,Greater Metro,-37.758581,144.993556
8549,4471,Hutton Street - Stop 33,33-Hutton St/St Georges Rd (Thornbury),Platform,Thornbury,3071.0,Melbourne,Darebin,Greater Metro,-37.755181,144.994229
8550,4472,Miller Street - Stop 34,34-Miller St/St Georges Rd (Preston),Platform,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.75227,144.994927
8552,4474,St Georges Road - Stop 35,35-St Georges Rd/Miller St (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.751643,144.994792
8553,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
8554,4476,Oakover Road - Stop 38,38-Oakover Rd/Gilbert Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.748292,144.988526
8555,4477,Latona Avenue - Stop 39,39-Latona Ave/Gilbert Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.745624,144.988966
8556,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072.0,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
8560,40801,Keilor Park Dr,Keilor Park Dr (Keilor East),Kerbside,Keilor East,3033.0,Melbourne,Moonee Valley,Greater Metro,-37.740538,144.861003
8563,40897,Holyrood Ave,Holyrood Ave/Bulla Rd (Strathmore),Kerbside,Strathmore,3041.0,Melbourne,Moonee Valley,Greater Metro,-37.73883,144.906827
8565,40940,Leake St,Leake St/Mt Alexander Rd (Essendon),Kerbside,Essendon,3040.0,Melbourne,Moonee Valley,Greater Metro,-37.747394,144.911868
8566,40941,Madden St,Madden St/Bulla Rd (Essendon North),Kerbside,Essendon North,3041.0,Melbourne,Moonee Valley,Greater Metro,-37.741533000000004,144.908153
8567,40942,Royal Ave,Royal Ave/Bulla Rd (Essendon North),Kerbside,Essendon North,3041.0,Melbourne,Moonee Valley,Greater Metro,-37.738934,144.906547
8599,339,Montague St,Montague St/City Rd (South Melbourne),Kerbside,South Melbourne,3205.0,Melbourne,Port Phillip,Greater Metro,-37.832809999999995,144.95179
8600,340,Ferrars St,Ferrars St/City Rd (South Melbourne),Kerbside,South Melbourne,3205.0,Melbourne,Port Phillip,Greater Metro,-37.831119,144.95386000000002
8602,651,Ferrars St,Ferrars St/City Rd (South Melbourne),Kerbside,South Melbourne,3205.0,Melbourne,Port Phillip,Greater Metro,-37.83153,144.95363
8604,898,Daley Street,Daley St/Glen Huntly Rd (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.883098,144.99021399999998
8605,899,Elwood Canal,Elwood Canal/Glen Huntly Rd (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.88278,144.987211
8606,900,Spray Street,Spray St/Glen Huntly Rd (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.882624,144.985792
8607,901,Ormond Road,Ormond Rd/Glen Huntly Rd (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.882326,144.98304199999998
8608,902,Wilton Grove,Wilton Gr/Glen Huntly Rd (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.882048,144.980518
8609,903,Glen Huntly Road,Point Ormond/Barkly St (Elwood),Bus Bay,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.881151,144.978375
8610,904,Elwood Canal,Elwood Canal/377 Barkly St (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.878484,144.978956
8611,905,Meredith Street,Meredith St/Barkly St (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.877216,144.979205
8612,906,Dickens Street,Dickens St/Barkly St (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.874454,144.979725
8613,907,Wordsworth Street,Wordsworth St/Barkly St (St Kilda),Kerbside,St Kilda,3182.0,Melbourne,Port Phillip,Greater Metro,-37.87288,144.980037
8615,909,Carlisle Street,National Theatre/Barkly St (St Kilda),Kerbside,St Kilda,3182.0,Melbourne,Port Phillip,Greater Metro,-37.866781,144.981179
8616,910,Fawkner Street,Fawkner St/Barkly St (St Kilda),Kerbside,St Kilda,3182.0,Melbourne,Port Phillip,Greater Metro,-37.864549,144.981602
8618,912,Princes Street,Princes St/Barkly St (St Kilda),Kerbside,St Kilda,3182.0,Melbourne,Port Phillip,Greater Metro,-37.85975,144.98247800000001
8620,1093,Acland Street,Acland St/Barkly St (St Kilda),Kerbside,St Kilda,3182.0,Melbourne,Port Phillip,Greater Metro,-37.869248,144.980759
8621,1095,Brighton Road,Brighton Rd/Glen Huntly Rd (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.883649,144.995973
8622,1096,Tennyson Street,Tennyson St/Glen Huntly Rd (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.883122,144.991624
8625,1099,Goldsmith Street,Elwood Secondary College/Glen Huntly Rd (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.882319,144.98441699999998
8626,1100,Broadway,Broadway/Glen Huntly Rd (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.882114,144.982221
8627,1101,Addison Street,Addison St/Glen Huntly Rd (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.8819,144.98021
8628,1102,Glen Huntly Road,Point Ormond/Barkly St (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.881603000000005,144.97851599999998
8630,1104,Meredith Street,Meredith St/Barkly St (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.876856,144.979426
8631,1105,Dickens Street,Dickens St/Barkly St (Elwood),Kerbside,Elwood,3184.0,Melbourne,Port Phillip,Greater Metro,-37.873819,144.980025
8632,1106,Blessington Street,Blessington St/Barkly St (St Kilda),Kerbside,St Kilda,3182.0,Melbourne,Port Phillip,Greater Metro,-37.870986,144.980581
8633,1107,Acland Street,Acland St/Barkly St (St Kilda),Kerbside,St Kilda,3182.0,Melbourne,Port Phillip,Greater Metro,-37.869389,144.980898
8634,1108,Carlisle Street,Carlisle St/Barkly St (St Kilda),Kerbside,St Kilda,3182.0,Melbourne,Port Phillip,Greater Metro,-37.866952000000005,144.981348
8636,1110,Waterloo Crescent,Waterloo Cres/Barkly St (St Kilda),Kerbside,St Kilda,3182.0,Melbourne,Port Phillip,Greater Metro,-37.861971000000004,144.98224299999998
8637,1111,Princes Street,Princes St/Barkly St (St Kilda),Kerbside,St Kilda,3182.0,Melbourne,Port Phillip,Greater Metro,-37.860026,144.98259299999998
8638,1112,St Kilda Junction,St Kilda Junction/Barkly St (St Kilda),Bus Bay,St Kilda,3182.0,Melbourne,Port Phillip,Greater Metro,-37.857714,144.983337
8639,1404,Brighton Beach Station,Brighton Beach Railway Station/South Rd (Brighton),Kerbside,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.927777,144.990546
8645,1979,Warriston Street,Warriston St/Bay St (Brighton),Kerbside,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.906009999999995,145.00658
8653,3234,Xavier College Middle School,Xavier College Middle School/South Rd (Brighton),Kerbside,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.927826,144.992776
8654,3237,Were Street,Were St/New St (Brighton),Kerbside,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.924645,144.99446899999998
8659,3345,Patty Street,Patty St/Charman Rd (Beaumaris),Kerbside,Beaumaris,3193.0,Melbourne,Bayside,Greater Metro,-37.976815,145.053481
8663,3369,Bluff Road,Bluff Rd/South Rd (Brighton East),Kerbside,Brighton East,3187.0,Melbourne,Bayside,Greater Metro,-37.931854,145.024315
8669,3375,Haileybury College Junior School,Haileybury College Junior School/118 South Rd (Brighton East),Kerbside,Brighton East,3187.0,Melbourne,Bayside,Greater Metro,-37.929646999999996,145.006085
8672,3378,Were Street,Were St/Roslyn St (Brighton),Kerbside,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.92633,145.00211000000002
8676,3384,Brighton Town Hall,Brighton Town Hall/Wilson St (Brighton),Kerbside,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.91045,144.9986
8679,18471,Highpoint SC,Highpoint Shopping Centre/Rosamond Rd (Maribyrnong),Bus Bay,Maribyrnong,3032.0,Melbourne,Maribyrnong,Greater Metro,-37.773082,144.887245
8680,18472,Highpoint SC,Highpoint Shopping Centre/Rosamond Rd (Maribyrnong),Bus Bay,Maribyrnong,3032.0,Melbourne,Maribyrnong,Greater Metro,-37.773156,144.887467
8681,18473,Highpoint SC,Highpoint Shopping Centre/Rosamond Rd (Maribyrnong),Bus Bay,Maribyrnong,3032.0,Melbourne,Maribyrnong,Greater Metro,-37.773215,144.887652
8682,18474,Highpoint SC,Highpoint Shopping Centre/Rosamond Rd (Maribyrnong),Bus Bay,Maribyrnong,3032.0,Melbourne,Maribyrnong,Greater Metro,-37.773189,144.887822
8683,18475,Highpoint SC,Highpoint Shopping Centre/Rosamond Rd (Maribyrnong),Bus Bay,Maribyrnong,3032.0,Melbourne,Maribyrnong,Greater Metro,-37.773127,144.887889
8684,18476,Highpoint SC,Highpoint Shopping Centre/Rosamond Rd (Maribyrnong),Bus Bay,Maribyrnong,3032.0,Melbourne,Maribyrnong,Greater Metro,-37.773016,144.887826
8685,18477,Highpoint SC,Highpoint Shopping Centre/Rosamond Rd (Maribyrnong),Kerbside,Maribyrnong,3032.0,Melbourne,Maribyrnong,Greater Metro,-37.77302,144.88759
8686,18478,Highpoint SC,Highpoint Shopping Centre/Rosamond Rd (Maribyrnong),Bus Bay,Maribyrnong,3032.0,Melbourne,Maribyrnong,Greater Metro,-37.77295,144.88747
8687,18486,Clyde Street - Stop 42,42-Clyde St/Raleigh Rd (Maribyrnong),Kerbside,Maribyrnong,3032.0,Melbourne,Maribyrnong,Greater Metro,-37.769767,144.898355
8695,18494,Highpoint SC - Stop 51,51-Williamson Rd/Rosamond Rd (Maidstone),Platform,Maidstone,3012.0,Melbourne,Maribyrnong,Greater Metro,-37.776101000000004,144.88566799999998
8699,18498,Lyric Street - Stop 55,55-Lyric St/Gordon St (Maribyrnong),Kerbside,Maribyrnong,3032.0,Melbourne,Maribyrnong,Greater Metro,-37.781946000000005,144.89136399999998
8700,18499,Edgewater Boulevard - Stop 56,56-Edgewater Square/Gordon St (Maribyrnong),Kerbside,Maribyrnong,3032.0,Melbourne,Maribyrnong,Greater Metro,-37.784445,144.890876
8701,18500,Titch Street - Stop 57,57-Titch St/Gordon St (Footscray),Kerbside,Footscray,3011.0,Melbourne,Maribyrnong,Greater Metro,-37.789004999999996,144.890007
8702,18501,Ballarat Road - Stop 58,58-Ballarat Rd/Gordon St (Footscray),Kerbside,Footscray,3011.0,Melbourne,Maribyrnong,Greater Metro,-37.791069,144.889622
8703,18505,Droop Street - Stop 59,59-Droop St/Ballarat Rd (Footscray),Kerbside,Footscray,3011.0,Melbourne,Maribyrnong,Greater Metro,-37.792316,144.893509
8704,18506,Tiernan Street - Stop 60,60-Tiernan St/Droop St (Footscray),Kerbside,Footscray,3011.0,Melbourne,Maribyrnong,Greater Metro,-37.79462,144.895484
8708,18862,Upper Ferntree Gully RS,Upper Ferntree Gully Railway Station/Burwood Hwy (Upper Ferntree Gully),Bus Bay,Upper Ferntree Gully,3156.0,Melbourne,Knox,Greater Metro,-37.893048,145.30858999999998
8709,18863,Upper Ferntree Gully Station,Upper Ferntree Gully Railway Station/Burwood Hwy (Upper Ferntree Gully),Bus Bay,Upper Ferntree Gully,3156.0,Melbourne,Knox,Greater Metro,-37.893139,145.30858500000002
8718,19629,Knox City SC Bus Int,Knox City Shopping Centre Interchange/Burwood Hwy (Wantirna South),Bus Bay,Wantirna South,3152.0,Melbourne,Knox,Greater Metro,-37.869478,145.238218
8719,40186,Greens Rd,Greens Rd/South Gippsland Hwy (Dandenong South),Kerbside,Dandenong South,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.018471999999996,145.235128
8722,40189,Hammond Road,Hammond Rd/Villas Rd (Dandenong South),Kerbside,Dandenong South,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.035459,145.199758
8725,40192,Bangholme Road,Bangholme Rd/Mark Anthony Dr (Dandenong South),Kerbside,Dandenong South,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.036618,145.194173
8729,40683,Plenty Rd,Plenty Rd/McDonalds Rd (South Morang),Bus Bay,South Morang,3752.0,Whittlesea,Whittlesea,Greater Metro,-37.65122,145.08697
8730,40784,Falcon Street,Falcon St/Victoria Dr (Thomastown),Kerbside,Thomastown,3074.0,Melbourne,Whittlesea,Greater Metro,-37.67926,144.990667
8731,40785,Diplomat Drive,Diplomat Dr/Victoria Dr (Thomastown),Kerbside,Thomastown,3074.0,Melbourne,Whittlesea,Greater Metro,-37.682359000000005,144.990478
8732,40786,Tranquil Place,Tranquil Pl/Victoria Dr (Thomastown),Kerbside,Thomastown,3074.0,Melbourne,Whittlesea,Greater Metro,-37.684042,144.994899
8733,40787,Leilani Grove,Victoria Park/Victoria Dr (Thomastown),Kerbside,Thomastown,3074.0,Melbourne,Whittlesea,Greater Metro,-37.685103999999995,144.99731
8734,40788,Salamander Avenue,Salamander Ave/Victoria Dr (Thomastown),Kerbside,Thomastown,3074.0,Melbourne,Whittlesea,Greater Metro,-37.684498,144.99991799999998
8735,40789,Kemp Avenue,Kemp Ave/Spring St (Thomastown),Kerbside,Thomastown,3074.0,Melbourne,Whittlesea,Greater Metro,-37.681296,144.999752
8736,40790,Hazel Avenue,Hazel Ave/Spring St (Thomastown),Kerbside,Thomastown,3074.0,Melbourne,Whittlesea,Greater Metro,-37.681613,145.002747
8740,40960,Toulouse Road,Toulouse Rd/The Lakes Bvd (South Morang),Bus Bay,South Morang,3752.0,Whittlesea,Whittlesea,Greater Metro,-37.628609999999995,145.074354
8743,41963,Harvest Home Rd,Harvest Home Rd/Greenfields Dr (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.622254,145.016109
8744,41965,Farmhouse Bvd,Farmhouse Bvd/Greenfields Dr (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.626434,145.0156
8746,41967,Abercrombie Gr,Abercrombie Grove Gr/Lyndarum Dr (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.630055,145.016321
8748,41969,Dunolly Street,Dunolly St/Lyndarum Dr (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.629875,145.022548
8750,41971,Epping Road,Epping Rd/Lyndarum Dr (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.6282,145.0275
8758,42750,Ash Gr,Ash Gr/Springvale Rd (Springvale),Kerbside,Springvale,3171.0,Melbourne,Greater Dandenong,Greater Metro,-37.953951,145.15209
8770,11705,Rockliffe Street,Rockliffe St/Mt Pleasant Rd (Eltham),Kerbside,Eltham,3095.0,Melbourne,Nillumbik,Greater Metro,-37.725603,145.154201
8774,11709,Short Rd,Short Rd/Wattletree Rd (Eltham),Kerbside,Eltham,3095.0,Melbourne,Nillumbik,Greater Metro,-37.70043,145.15153999999998
8778,11715,St Johns Anglican Church,St Johns Anglican Church/Main St (Diamond Creek),Kerbside,Diamond Creek,3089.0,Melbourne,Nillumbik,Greater Metro,-37.67342,145.14935
8779,15322,Orchard Avenue,Orchard Ave/Ryans Rd (Eltham North),Kerbside,Eltham North,3095.0,Melbourne,Nillumbik,Greater Metro,-37.69945,145.14074
8783,17294,Kurrak Rd,Kurrak Rd/Yan Yean Rd (Yarrambat),Kerbside,Yarrambat,3091.0,Whittlesea,Nillumbik,Greater Metro,-37.650231,145.121852
8792,19987,Eltham,Eltham Railway Station (Eltham),Platform,Eltham,3095.0,Melbourne,Nillumbik,Greater Metro,-37.713552,145.147827
8793,19988,Diamond Creek,Diamond Creek Railway Station (Diamond Creek),Platform,Diamond Creek,3089.0,Melbourne,Nillumbik,Greater Metro,-37.673293,145.158509
8794,19989,Wattle Glen,Wattle Glen Railway Station (Wattle Glen),Platform,Wattle Glen,3096.0,Melbourne,Nillumbik,Greater Metro,-37.663965999999995,145.18161899999998
8795,19990,Hurstbridge,Hurstbridge Railway Station (Hurstbridge),Platform,Hurstbridge,3099.0,Melbourne,Nillumbik,Greater Metro,-37.639402000000004,145.192012
8796,20799,Eltham Station,Eltham Station/Main Rd (Eltham),Bus Bay,Eltham,3095.0,Melbourne,Nillumbik,Greater Metro,-37.713035999999995,145.14841299999998
